/Objects/CoatingLine/Pretreatment/FG01_Chamber1/FG01_VesselZone1/Process/PreFilter/ActualValue,/Objects/CoatingLine/Pretreatment/FG01_Chamber1/FG01_VesselZone1/Process/Level/ActualValue,/Objects/CoatingLine/Pretreatment/FG01_Chamber1/FG01_VesselZone1/Process/Temperature/ActualValue,/Objects/CoatingLine/Pretreatment/FG02_Chamber2/FG02_VesselZone2/Process/Level/ActualValue,/Objects/CoatingLine/Pretreatment/FG02_Chamber2/FG02_VesselZone3/Process/Level/ActualValue,/Objects/CoatingLine/Pretreatment/FG03_Chamber3/FG03_VesselZone4/Process/Level/ActualValue,/Objects/CoatingLine/Pretreatment/FG03_Chamber3/FG03_VesselZone5/Process/Level/ActualValue,/Objects/CoatingLine/Pretreatment/Identification/Manufacturer,/Objects/CoatingLine/Pretreatment/Identification/ProductInstanceUri,/Objects/CoatingLine/Pretreatment/Identification/SerialNumber,/Objects/CoatingLine/Pretreatment/FG01_Chamber1/FG01_VesselZone1/ComponentIdentification/Manufacturer,/Objects/CoatingLine/Pretreatment/FG02_Chamber2/FG02_VesselZone2/ComponentIdentification/Manufacturer,/Objects/CoatingLine/Pretreatment/FG02_Chamber2/FG02_VesselZone3/ComponentIdentification/Manufacturer,/Objects/CoatingLine/Pretreatment/FG03_Chamber3/FG03_VesselZone4/ComponentIdentification/Manufacturer,/Objects/CoatingLine/Pretreatment/FG03_Chamber3/FG03_VesselZone5/ComponentIdentification/Manufacturer
0.1,44.7,49.8,55.9,49,55.9,51.9,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.8,56,48.2,55.9,52.6,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.8,55.9,47.8,55.9,52.8,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.8,56,47,55.9,53.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.8,56,46.1,55.9,53.6,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.8,56,46.1,55.9,53.6,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.1,45.3,55.9,53.8,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.1,44.7,55.9,54,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.1,44.4,55.9,54.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.1,43.9,55.9,54.3,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.2,43.3,55.9,54.7,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.2,42.8,55.9,54.9,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.2,42.1,55.9,55.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.2,41.7,55.9,55.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.2,41.7,55.9,55.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.2,41.2,55.9,55.4,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.2,40.6,55.9,55.4,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.2,40.6,55.9,55.4,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.2,40.6,55.9,55.4,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.7,49.7,56.2,39.9,55.9,55.9,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.7,49.7,56.3,39.5,55.9,56,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.7,49.7,56.3,39.1,55.9,56.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.4,38.8,55.9,56.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,38.5,55.9,56.3,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.6,49.7,56.3,38.5,55.9,56.3,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.6,49.7,56.3,38.2,55.9,56.4,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.6,49.7,56.3,38,55.9,56.5,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.6,49.7,56.3,37.6,55.9,56.5,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.6,49.7,56.3,37.4,55.9,56.6,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.6,49.7,56.3,37.1,55.9,56.7,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.6,49.7,56.3,36.9,55.9,56.7,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.6,49.7,56.3,36.7,55.9,56.8,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,36.6,55.9,56.8,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.3,36.4,55.9,56.8,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.3,36.2,55.9,56.9,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.8,49.7,56.3,36.2,55.9,56.9,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,36,55.9,56.9,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,35.9,55.9,56.9,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,35.8,55.9,56.9,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,35.7,55.9,57,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,35.4,55.9,57,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,35.3,55.9,57,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,35.1,55.9,57,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,35,55.9,57,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.7,56.3,35,55.9,57,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.6,56.3,34.8,55.9,57,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.7,49.6,56.3,34.6,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.7,49.6,56.2,34.6,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.7,49.6,56.2,34.4,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.6,49.6,56.3,34.3,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.6,49.6,56.3,34.2,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.6,49.6,56.3,34.1,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.6,49.6,56.2,34,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.7,49.6,56.3,34,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,44.7,49.6,56.3,34,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.6,56.3,33.9,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.6,56.3,33.8,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.6,56.3,33.7,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.7,49.6,56.3,33.6,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,44.9,49.6,56.3,33.6,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,45.4,49.6,56.3,33.6,55.9,57.1,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,45.6,49.6,56.2,33.3,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,45.7,49.6,56.2,33.2,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,45.9,49.6,56.3,33.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.1,49.6,56.3,33.2,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.3,49.6,56.3,33.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.4,49.6,56.3,33.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.4,49.6,56.3,33.3,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.5,49.6,56.3,33.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.6,49.6,56.4,34.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.6,49.6,56.4,34.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.6,49.6,56.3,35,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.7,49.6,56.3,35.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,46.7,49.6,56.4,36,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,46.7,49.6,56.4,36.8,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,46.8,49.5,56.4,37.7,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,46.8,49.5,56.4,38.6,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,46.9,49.5,56.4,39.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,40.3,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,40.3,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,41.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,41.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,42.2,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,42.2,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47,49.5,56.3,43.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47,49.5,56.3,44.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,44.7,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,45.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,45.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,45.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,46.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,47.2,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,47.6,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,47.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47,49.5,56.3,48.4,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,48.8,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,48.8,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47,49.5,56.3,49,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.1,49.5,56.3,49.2,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.1,49.5,56.3,49.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.1,49.5,56.3,49.8,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.1,49.5,56.3,50.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.1,49.6,56.3,50.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.1,49.6,56.3,50.6,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.1,49.6,56.3,50.6,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.1,49.6,56.3,50.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.6,56.3,51.2,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.1,49.6,56.3,51.3,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.1,49.6,56.3,51.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.1,49.6,56.3,51.6,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.1,49.6,56.3,51.7,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.6,56.3,51.8,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.6,56.3,51.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.6,56.3,52,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.6,56.3,52.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.6,56.3,52.1,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.3,49.6,56.3,52.2,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.7,56.3,52.3,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.7,56.3,52.4,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.7,56.3,52.4,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.7,56.3,52.5,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.7,56.3,52.6,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.7,56.3,52.7,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.7,56.3,52.7,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.1,49.7,56.3,52.7,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.2,49.7,56.3,52.7,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.2,49.7,56.3,52.8,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.2,49.7,56.3,52.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.2,49.7,56.3,52.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.2,49.8,56.3,52.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0,47.2,49.8,56.3,52.9,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.8,56.3,53,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.8,56.3,53,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
0.1,47.2,49.8,56.3,53,55.9,57.2,AFOTEK GmbH,Test,Test,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH,AFOTEK GmbH
